"commentatorName","city","matches","price"
"sagar joshi","Rajkot","0","₹ 1000/day, 500/match"
"Divakar Kulal","Bengaluru (Bangalore)","0","₹ 2000/day, 1000/match"
"Divakar Kulal","Bengaluru (Bangalore)","0","₹ 2000/day, 1000/match"
"Vasim Palasani","Jodhpur","0","₹ 1000/day, 300/match"
"Vasim Palasani","Jodhpur","0","₹ 1000/day, 300/match"
"Manoj Jain","Indore","0","₹ 2000/day, 1000/match"
"Manoj Jain","Indore","0","₹ 2000/day, 1000/match"
"Sunil Kumar","Gurgaon","0","₹ 5000/day, 2000/match"
"Sunil Kumar","Gurgaon","0","₹ 5000/day, 2000/match"
"Shahre Alam Khan","Nindaura","0","₹ 800/day, 500/match"
"Shahre Alam Khan","Nindaura","0","₹ 800/day, 500/match"
"Puspender Pratap Singh","Lucknow","0","₹ 2000/day, 1000/match"
"Puspender Pratap Singh","Lucknow","0","₹ 2000/day, 1000/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Hrishikesh Badve","Pune Cantonment","0","₹ 2000/day, 1000/match"
"Hrishikesh Badve","Pune Cantonment","0","₹ 2000/day, 1000/match"
"Monish Lakshmi Rajan. R","Madurai","0","₹ 1200/day, 600/match"
"Monish Lakshmi Rajan. R","Madurai","0","₹ 1200/day, 600/match"
"Nemichand Jangid","Barmer","0","₹ 1000/day, 500/match"
"Nemichand Jangid","Barmer","0","₹ 1000/day, 500/match"
"Belim Vasimkhan","Mangrol (Gujarat)","0","₹ 500/day, 500/match"
"Belim Vasimkhan","Mangrol (Gujarat)","0","₹ 500/day, 500/match"
"Naimish Lashkari","Rajkot","0","₹ 2000/day, 500/match"
"Naimish Lashkari","Rajkot","0","₹ 2000/day, 500/match"
"Malleswar Galliveeti","Guntur","0","₹ 1500/day, 1000/match"
"Malleswar Galliveeti","Guntur","0","₹ 1500/day, 1000/match"
"Ratan Singh","Lucknow","0","₹ 1000/day, 500/match"
"Ratan Singh","Lucknow","0","₹ 1000/day, 500/match"
"Nemichand Jangid","Barmer","0","₹ 1000/day, 500/match"
"Nemichand Jangid","Barmer","0","₹ 1000/day, 500/match"
"BHARAT Raut","Varangaon","0","₹ 1000/day, 500/match"
"BHARAT Raut","Varangaon","0","₹ 1000/day, 500/match"
"Ashraf Shaikh","Shahapur (Karnataka)","0","₹ 250/day, 200/match"
"Ashraf Shaikh","Shahapur (Karnataka)","0","₹ 250/day, 200/match"
"RAYPAL PRAJAPAT","Hanumangarh","0","₹ 1500/day, 500/match"
"RAYPAL PRAJAPAT","Hanumangarh","0","₹ 1500/day, 500/match"
"sagar joshi","Rajkot","0","₹ 1000/day, 500/match"
"sagar joshi","Rajkot","0","₹ 1000/day, 500/match"
"Nafees Ahmad","Udaipur (Rajasthan)","0","₹ 1000/day, 500/match"
"Nafees Ahmad","Udaipur (Rajasthan)","0","₹ 1000/day, 500/match"
"Puneet Nagar","Greater Noida","0","₹ 1000/match, 1000/match"
"Puneet Nagar","Greater Noida","0","₹ 1000/match, 1000/match"
"Naveen J","Kolar","0","₹ 1200/day, 600/match"
"Naveen J","Kolar","0","₹ 1200/day, 600/match"
"Nemichand Jangid","Barmer","0","₹ 1000/day, 500/match"
"Nemichand Jangid","Barmer","0","₹ 1000/day, 500/match"
"Sachin Lambe","Chikhli (Maharashtra)","0","₹ 1000/day, 1000/match"
"Sachin Lambe","Chikhli (Maharashtra)","0","₹ 1000/day, 1000/match"
"VIAKSH VISHNOI VBK","Nagaur","0","₹ 1100/day, 500/match"
"VIAKSH VISHNOI VBK","Nagaur","0","₹ 1100/day, 500/match"
"sagar joshi","Rajkot","0","₹ 1000/day, 500/match"
"sagar joshi","Rajkot","0","₹ 1000/day, 500/match"
"Kuldeep Kumar","Jalandhar","0","₹ 450/day, 200/match"
"Kuldeep Kumar","Jalandhar","0","₹ 450/day, 200/match"
"Aslam","Kodinar","0","₹ 1000/day, 400/match"
"Aslam","Kodinar","0","₹ 1000/day, 400/match"
"Kishore","Chennai","0","₹ 500/day, 250/match"
"Kishore","Chennai","0","₹ 500/day, 250/match"
"ADHIKARI NARESH BHUSAN MALLICK","Bhubaneswar","0","₹ 7000/day, 5000/match"
"ADHIKARI NARESH BHUSAN MALLICK","Bhubaneswar","0","₹ 7000/day, 5000/match"
"Tariq Ahmad","Srinagar (Jammu and Kashmir)","0","₹ 1000/day, 500/match"
"Tariq Ahmad","Srinagar (Jammu and Kashmir)","0","₹ 1000/day, 500/match"
"Sunil Bangar","Ahmednagar","0","₹ 5000/day, 2000/match"
"Sunil Bangar","Ahmednagar","0","₹ 5000/day, 2000/match"
"Pankaj Verma","Vapi","0","₹ 1200/day, 1000/match"
"Pankaj Verma","Vapi","0","₹ 1200/day, 1000/match"
"Girraj Kishor","Aligarh","0","₹ 1200/day, 1000/match"
"Girraj Kishor","Aligarh","0","₹ 1200/day, 1000/match"
"Sunil Bangar","Ahmednagar","0","₹ 5000/day, 2000/match"
"Sunil Bangar","Ahmednagar","0","₹ 5000/day, 2000/match"
"Girraj Kishor","Aligarh","0","₹ 1200/day, 1000/match"
"Girraj Kishor","Aligarh","0","₹ 1200/day, 1000/match"
"Ss","Kolkata","0","₹ 1200/day, 600/match"
"Ss","Kolkata","0","₹ 1200/day, 600/match"
"Usman iqbal","Hong Kong","0","₹ 800/day, 800/match"
"Usman iqbal","Hong Kong","0","₹ 800/day, 800/match"
"Rajat Tomar","Modinagar","0","₹ 900/day, 500/match"
"Rajat Tomar","Modinagar","0","₹ 900/day, 500/match"
"Sanjith","Khammam","0","₹ 3500/day, 2000/match"
"Sanjith","Khammam","0","₹ 3500/day, 2000/match"
"Mukesh Ahir","Bhavnagar","0","₹ 1000/day, 350/match"
"Mukesh Ahir","Bhavnagar","0","₹ 1000/day, 350/match"
"Hem@ nth h@ncy","Bengaluru (Bangalore)","0","₹ 700/day, 400/match"
"Hem@ nth h@ncy","Bengaluru (Bangalore)","0","₹ 700/day, 400/match"
"Raj Singh","Samastipur","0","₹ 500/day, 300/match"
"Raj Singh","Samastipur","0","₹ 500/day, 300/match"
"Sudesh Kumara","Dehiwala","0","₹ 4000/day, 3000/match"
"Sudesh Kumara","Dehiwala","0","₹ 4000/day, 3000/match"
"ILAYAS BHAT","Ganderbal","0","₹ 1000/day, 1500/match"
"ILAYAS BHAT","Ganderbal","0","₹ 1000/day, 1500/match"
"Junned M Kumbhar","Kutch","0","₹ 500/day, 210/match"
"Junned M Kumbhar","Kutch","0","₹ 500/day, 210/match"
"Leela Parshad","Doda","0","₹ 2000/day, 500/match"
"Leela Parshad","Doda","0","₹ 2000/day, 500/match"
"Rajesh R","Maski","0","₹ 500/day, 1000/match"
"Rajesh R","Maski","0","₹ 500/day, 1000/match"
"Raj Singh","Samastipur","0","₹ 500/day, 300/match"
"Raj Singh","Samastipur","0","₹ 500/day, 300/match"
"Himant Awasthi","Gaya","0","₹ 1500/day, 700/match"
"Himant Awasthi","Gaya","0","₹ 1500/day, 700/match"
"Hrishikesh Badve","Pune Cantonment","0","₹ 2000/day, 1000/match"
"Hrishikesh Badve","Pune Cantonment","0","₹ 2000/day, 1000/match"
"Devi Lal PANWAR","Bhiwadi","0","₹ 1500/day, 800/match"
"Devi Lal PANWAR","Bhiwadi","0","₹ 1500/day, 800/match"
"Naimish Lashkari","Rajkot","0","₹ 2000/day, 500/match"
"Naimish Lashkari","Rajkot","0","₹ 2000/day, 500/match"
"Sumit Kurmeshwar","Mandla","0","₹ 500/day, 500/match"
"Sumit Kurmeshwar","Mandla","0","₹ 500/day, 500/match"
"Hem@ nth h@ncy","Bengaluru (Bangalore)","0","₹ 700/day, 400/match"
"Hem@ nth h@ncy","Bengaluru (Bangalore)","0","₹ 700/day, 400/match"
"Raku 2151","Nagaur","0","₹ 1000/day, 300/match"
"Raku 2151","Nagaur","0","₹ 1000/day, 300/match"
"Laxminarayan","Karauli","0","₹ 1000/day, 200/match"
"Laxminarayan","Karauli","0","₹ 1000/day, 200/match"
"Utkarsh Bhardwaj","Aligarh","0","₹ 500/day, 300/match"
"Utkarsh Bhardwaj","Aligarh","0","₹ 500/day, 300/match"
"Syyid Ali","Telangana State","0","₹ 3000/day, 1000/match"
"Syyid Ali","Telangana State","0","₹ 3000/day, 1000/match"
"Raj Singh","Samastipur","0","₹ 500/day, 300/match"
"Raj Singh","Samastipur","0","₹ 500/day, 300/match"
"Kadir Choudhary","Ghaziabad","0","₹ 1500/day, 500/match"
"Kadir Choudhary","Ghaziabad","0","₹ 1500/day, 500/match"
"Azeem","Hyderabad (Telangana)","0","₹ 800/day, 500/match"
"Azeem","Hyderabad (Telangana)","0","₹ 800/day, 500/match"
"Jeevan","Kasargod","0","₹ 1000/day, 1000/match"
"Jeevan","Kasargod","0","₹ 1000/day, 1000/match"
"Hem@ nth h@ncy","Bengaluru (Bangalore)","0","₹ 700/day, 400/match"
"Hem@ nth h@ncy","Bengaluru (Bangalore)","0","₹ 700/day, 400/match"
"Mahendra Gour Bharindwal","Jodhpur","0","₹ 2000/day, 900/match"
"Mahendra Gour Bharindwal","Jodhpur","0","₹ 2000/day, 900/match"
"Govind Kumar prajapat","Bikaner","0","₹ 3000/day, 1500/match"
"Govind Kumar prajapat","Bikaner","0","₹ 3000/day, 1500/match"
"Mehdi Nurani Mhv","Mahuva","0","₹ 2000/day, 200/match"
"Mehdi Nurani Mhv","Mahuva","0","₹ 2000/day, 200/match"
"Utkarsh Bhardwaj","Aligarh","0","₹ 500/day, 300/match"
"Utkarsh Bhardwaj","Aligarh","0","₹ 500/day, 300/match"
"Gaurav Kumar Jh","Dharuhera","0","₹ 2000/day, 500/match"
"Gaurav Kumar Jh","Dharuhera","0","₹ 2000/day, 500/match"
"Raju Thakor","Vadnagar","0","₹ 1000/day, 500/match"
"Raju Thakor","Vadnagar","0","₹ 1000/day, 500/match"
"Azeem","Hyderabad (Telangana)","0","₹ 800/day, 500/match"
"Azeem","Hyderabad (Telangana)","0","₹ 800/day, 500/match"
"Utkarsh Bhardwaj","Aligarh","0","₹ 500/day, 300/match"
"Utkarsh Bhardwaj","Aligarh","0","₹ 500/day, 300/match"
"Belim Vasimkhan","Mangrol (Gujarat)","0","₹ 500/day, 500/match"
"Belim Vasimkhan","Mangrol (Gujarat)","0","₹ 500/day, 500/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Parthiban","Namakkal","0","₹ 100/day, 100/match"
"Parthiban","Namakkal","0","₹ 100/day, 100/match"
"Pankaj Verma","Vapi","0","₹ 1200/day, 1000/match"
"Pankaj Verma","Vapi","0","₹ 1200/day, 1000/match"
"brajesh bedvanshi","Ramgarh (Jharkhand)","0","₹ 2500/day, 1500/match"
"brajesh bedvanshi","Ramgarh (Jharkhand)","0","₹ 2500/day, 1500/match"
"Dhanaraj","Jalore","0","₹ 2000/day, 2000/match"
"Dhanaraj","Jalore","0","₹ 2000/day, 2000/match"
"Moolchand Choudhary","Bikaner","0","₹ 800/day, 500/match"
"Moolchand Choudhary","Bikaner","0","₹ 800/day, 500/match"
"Priyanshu","Gurgaon","0","₹ 2500/day, 1000/match"
"Priyanshu","Gurgaon","0","₹ 2500/day, 1000/match"
"Alauddin Al Azad","Chittagong (Bangladesh)","0","₹ 500/day, 700/match"
"Alauddin Al Azad","Chittagong (Bangladesh)","0","₹ 500/day, 700/match"
"Naveen J","Kolar","0","₹ 1200/day, 600/match"
"Naveen J","Kolar","0","₹ 1200/day, 600/match"
"Kadir Choudhary","Ghaziabad","0","₹ 1500/day, 500/match"
"Kadir Choudhary","Ghaziabad","0","₹ 1500/day, 500/match"
"Madan","Bikaner","0","₹ 500/day, 200/match"
"Madan","Bikaner","0","₹ 500/day, 200/match"
"surendra sagar","Merta","0","₹ 1000/day, 200/match"
"surendra sagar","Merta","0","₹ 1000/day, 200/match"
"Mahendra Tailor","Barmer","0","₹ 2000/day, 3500/match"
"Mahendra Tailor","Barmer","0","₹ 2000/day, 3500/match"
"VIRAT VENKAT","Kottaram","0","₹ 1500/day, 600/match"
"VIRAT VENKAT","Kottaram","0","₹ 1500/day, 600/match"
"Naveen J","Kolar","0","₹ 1200/day, 600/match"
"Naveen J","Kolar","0","₹ 1200/day, 600/match"
"Aashish Shukla","Singrauli","0","₹ 1500/day, 500/match"
"Aashish Shukla","Singrauli","0","₹ 1500/day, 500/match"
"Anand Tiwari","Howrah","0","₹ 300/day, 200/match"
"Anand Tiwari","Howrah","0","₹ 300/day, 200/match"
"Sadam Khan","Barmer","0","₹ 400/day, 200/match"
"Sadam Khan","Barmer","0","₹ 400/day, 200/match"
"Nagraj Kaba","Jalore","0","₹ 700/day, 350/match"
"Nagraj Kaba","Jalore","0","₹ 700/day, 350/match"
"Rahim Qureshi","Hingoli","0","₹ 600/day, 400/match"
"Rahim Qureshi","Hingoli","0","₹ 600/day, 400/match"
"Himant Awasthi","Gaya","0","₹ 1500/day, 700/match"
"Himant Awasthi","Gaya","0","₹ 1500/day, 700/match"
"Mohammed Anees","Hyderabad (Telangana)","0","₹ 1500/day, 700/match"
"Mohammed Anees","Hyderabad (Telangana)","0","₹ 1500/day, 700/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Harsh Saxena","Kanpur","0","₹ 1000/day, 500/match"
"Harsh Saxena","Kanpur","0","₹ 1000/day, 500/match"
"Nagraj Kaba","Jalore","0","₹ 700/day, 350/match"
"Nagraj Kaba","Jalore","0","₹ 700/day, 350/match"
"Pankaj Verma","Vapi","0","₹ 1200/day, 1000/match"
"Pankaj Verma","Vapi","0","₹ 1200/day, 1000/match"
"Swethan Reddy Bangla","Hyderabad (Telangana)","0","₹ 1500/day, 800/match"
"Swethan Reddy Bangla","Hyderabad (Telangana)","0","₹ 1500/day, 800/match"
"ganesh s","Chennai","0","₹ 650/day, 650/match"
"ganesh s","Chennai","0","₹ 650/day, 650/match"
"Siddharth Kumar Panigrahy","Bhubaneswar","0","₹ 5000/day, 2500/match"
"Siddharth Kumar Panigrahy","Bhubaneswar","0","₹ 5000/day, 2500/match"
"Honey Maske","Aurangabad (Maharashtra)","0","₹ 5000/day, 500/match"
"Honey Maske","Aurangabad (Maharashtra)","0","₹ 5000/day, 500/match"
"Nitin Mukati","Dewas","0","₹ 5000/day, 2500/match"
"Nitin Mukati","Dewas","0","₹ 5000/day, 2500/match"
"ADHIKARI NARESH BHUSAN MALLICK","Bhubaneswar","0","₹ 7000/day, 5000/match"
"ADHIKARI NARESH BHUSAN MALLICK","Bhubaneswar","0","₹ 7000/day, 5000/match"
"ISHWAR INDIAN","Sayla","0","₹ 1500/day, 500/match"
"ISHWAR INDIAN","Sayla","0","₹ 1500/day, 500/match"
"Dhanaraj","Jalore","0","₹ 2000/day, 2000/match"
"Dhanaraj","Jalore","0","₹ 2000/day, 2000/match"
"ADHIKARI NARESH BHUSAN MALLICK","Bhubaneswar","0","₹ 7000/day, 5000/match"
"ADHIKARI NARESH BHUSAN MALLICK","Bhubaneswar","0","₹ 7000/day, 5000/match"
"Dipal Thakkar","Rajkot","0","₹ 1000/day, 800/match"
"Dipal Thakkar","Rajkot","0","₹ 1000/day, 800/match"
"Fasil Bhat","Kupwara","0","₹ 500/day, 500/match"
"Fasil Bhat","Kupwara","0","₹ 500/day, 500/match"
"ISHWAR INDIAN","Sayla","0","₹ 1500/day, 500/match"
"ISHWAR INDIAN","Sayla","0","₹ 1500/day, 500/match"
"surendra sagar","Merta","0","₹ 1000/day, 200/match"
"surendra sagar","Merta","0","₹ 1000/day, 200/match"
"Mahendra singh Rathore","Barmer","0","₹ 4000/day, 600/match"
"Mahendra singh Rathore","Barmer","0","₹ 4000/day, 600/match"
"Dinesh Kumar","Madurai","0","₹ 1700/day, 800/match"
"Dinesh Kumar","Madurai","0","₹ 1700/day, 800/match"
"Girraj Kishor","Aligarh","0","₹ 1200/day, 1000/match"
"Girraj Kishor","Aligarh","0","₹ 1200/day, 1000/match"
"SIVABALAJI","Chennai","0","₹ 2000/day, 1000/match"
"SIVABALAJI","Chennai","0","₹ 2000/day, 1000/match"
"Harkha Ram Chouhan","Jaisalmer","0","₹ 800/day, 200/match"
"Harkha Ram Chouhan","Jaisalmer","0","₹ 800/day, 200/match"
"Chandrakant Yadav","Sanand, Ahmedabad","0","₹ 500/day, 500/match"
"Chandrakant Yadav","Sanand, Ahmedabad","0","₹ 500/day, 500/match"
"Manu Banjara","Bikaner","0","₹ 500/day, 500/match"
"Manu Banjara","Bikaner","0","₹ 500/day, 500/match"
"Hrishikesh Badve","Pune Cantonment","0","₹ 2000/day, 1000/match"
"Hrishikesh Badve","Pune Cantonment","0","₹ 2000/day, 1000/match"
"Mukesh Ahir","Bhavnagar","0","₹ 1000/day, 350/match"
"Mukesh Ahir","Bhavnagar","0","₹ 1000/day, 350/match"
"Abubkar Sumra","Barmer","0","₹ 700/day, 300/match"
"Abubkar Sumra","Barmer","0","₹ 700/day, 300/match"
"Tanzil Shaikh","Amalner","0","₹ 1500/day, 1000/match"
"Tanzil Shaikh","Amalner","0","₹ 1500/day, 1000/match"
"Lakhan","Bhagalpur","0","₹ 800/day, 800/match"
"Lakhan","Bhagalpur","0","₹ 800/day, 800/match"
"Sunil Kumar","Gurgaon","0","₹ 5000/day, 2000/match"
"Sunil Kumar","Gurgaon","0","₹ 5000/day, 2000/match"
"Sumit Kurmeshwar","Mandla","0","₹ 500/day, 500/match"
"Sumit Kurmeshwar","Mandla","0","₹ 500/day, 500/match"
"J__D","Ahmedabad","0","₹ 2500/day, 1000/match"
"J__D","Ahmedabad","0","₹ 2500/day, 1000/match"
"Vasim Palasani","Jodhpur","0","₹ 1000/day, 300/match"
"Vasim Palasani","Jodhpur","0","₹ 1000/day, 300/match"
"Ankit patel","Dungarpur (Rajasthan)","0","₹ 1000/day, 1000/match"
"Ankit patel","Dungarpur (Rajasthan)","0","₹ 1000/day, 1000/match"
"Md Saiful Islam Shamim","Dhaka (Bangladesh)","0","₹ 1000/day, 1000/match"
"Md Saiful Islam Shamim","Dhaka (Bangladesh)","0","₹ 1000/day, 1000/match"
"Kshitij Bhati","Jodhpur","0","₹ 3000/day, 700/match"
"Kshitij Bhati","Jodhpur","0","₹ 3000/day, 700/match"
"Mehdi Nurani Mhv","Mahuva","0","₹ 2000/day, 200/match"
"Mehdi Nurani Mhv","Mahuva","0","₹ 2000/day, 200/match"
"J__D","Ahmedabad","0","₹ 2500/day, 1000/match"
"J__D","Ahmedabad","0","₹ 2500/day, 1000/match"
"Abubkar Sumra","Barmer","0","₹ 700/day, 300/match"
"Abubkar Sumra","Barmer","0","₹ 700/day, 300/match"
"Siddharth Kumar Panigrahy","Bhubaneswar","0","₹ 5000/day, 2500/match"
"Siddharth Kumar Panigrahy","Bhubaneswar","0","₹ 5000/day, 2500/match"
"Vasim Palasani","Jodhpur","0","₹ 1000/day, 300/match"
"Vasim Palasani","Jodhpur","0","₹ 1000/day, 300/match"
"Amir313","Gurgaon","0","₹ 5000/day, 2000/match"
"Amir313","Gurgaon","0","₹ 5000/day, 2000/match"
"Jay Fulfagar","Pune","0","₹ 1500/day, 1500/match"
"Jay Fulfagar","Pune","0","₹ 1500/day, 1500/match"
"Syyid Ali","Telangana State","0","₹ 3000/day, 1000/match"
"Syyid Ali","Telangana State","0","₹ 3000/day, 1000/match"
"Pradeep Singh","Gurgaon","0","₹ 5000/day, 1500/match"
"Pradeep Singh","Gurgaon","0","₹ 5000/day, 1500/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"kuldeep mishra","Sidhi","0","₹ 1500/day, 1000/match"
"kuldeep mishra","Sidhi","0","₹ 1500/day, 1000/match"
"Monish Lakshmi Rajan. R","Madurai","0","₹ 1200/day, 600/match"
"Monish Lakshmi Rajan. R","Madurai","0","₹ 1200/day, 600/match"
"Jay Fulfagar","Pune","0","₹ 1500/day, 1500/match"
"Jay Fulfagar","Pune","0","₹ 1500/day, 1500/match"
"Vineet","Modinagar","0","₹ 1000/day, 700/match"
"Vineet","Modinagar","0","₹ 1000/day, 700/match"
"Parvash Nagar","Ghaziabad","0","₹ 2000/day, 600/match"
"Parvash Nagar","Ghaziabad","0","₹ 2000/day, 600/match"
"Ahmed Khan","Sharjah","0","₹ 400/day, 100/match"
"Ahmed Khan","Sharjah","0","₹ 400/day, 100/match"
"Kishore","Chennai","0","₹ 500/day, 250/match"
"Kishore","Chennai","0","₹ 500/day, 250/match"
"Aashutosh Mane","Pune","0","₹ 1400/day, 1000/match"
"Aashutosh Mane","Pune","0","₹ 1400/day, 1000/match"
"Ravi patil","Navi Mumbai","0","₹ 5000/day, 3000/match"
"Ravi patil","Navi Mumbai","0","₹ 5000/day, 3000/match"
"Girraj Kishor","Aligarh","0","₹ 1200/day, 1000/match"
"Girraj Kishor","Aligarh","0","₹ 1200/day, 1000/match"
"Vinni","Kollegal","0","₹ 1000/day, 500/match"
"Vinni","Kollegal","0","₹ 1000/day, 500/match"
"Alauddin Al Azad","Chittagong (Bangladesh)","0","₹ 500/day, 700/match"
"Alauddin Al Azad","Chittagong (Bangladesh)","0","₹ 500/day, 700/match"
"Manish","Jaipur","0","₹ 500/day, 500/match"
"Manish","Jaipur","0","₹ 500/day, 500/match"
"Sudesh Kumara","Dehiwala","0","₹ 4000/day, 3000/match"
"Sudesh Kumara","Dehiwala","0","₹ 4000/day, 3000/match"
"captain Jack sparrow","Vijayawada","0","₹ 1000/day, 500/match"
"captain Jack sparrow","Vijayawada","0","₹ 1000/day, 500/match"
"Chetan Rajendra Thorat","Kalamb","0","₹ 2000/day, 2000/match"
"Chetan Rajendra Thorat","Kalamb","0","₹ 2000/day, 2000/match"
"Alauddin Al Azad","Chittagong (Bangladesh)","0","₹ 500/day, 700/match"
"Alauddin Al Azad","Chittagong (Bangladesh)","0","₹ 500/day, 700/match"
"Tanzil Shaikh","Amalner","0","₹ 1500/day, 1000/match"
"Tanzil Shaikh","Amalner","0","₹ 1500/day, 1000/match"
"Chetanya Sharma","Jaipur","0","₹ 5000/day, 3000/match"
"Chetanya Sharma","Jaipur","0","₹ 5000/day, 3000/match"
"Sonu yadav","Aligarh","0","₹ 500/day, 500/match"
"Sonu yadav","Aligarh","0","₹ 500/day, 500/match"
"Yashraj Singh","Kolkata","0","₹ 1800/day, 700/match"
"Yashraj Singh","Kolkata","0","₹ 1800/day, 700/match"
"S R Jangra Javelin","Hansi","0","₹ 1000/day, 500/match"
"S R Jangra Javelin","Hansi","0","₹ 1000/day, 500/match"
"Lokesh","Delhi","0","₹ 1000/day, 700/match"
"Lokesh","Delhi","0","₹ 1000/day, 700/match"
"Sanjith","Khammam","0","₹ 3500/day, 2000/match"
"Sanjith","Khammam","0","₹ 3500/day, 2000/match"
"BHARAT Raut","Varangaon","0","₹ 1000/day, 500/match"
"BHARAT Raut","Varangaon","0","₹ 1000/day, 500/match"
"Pranay Pratap Singh","Gurgaon","0","₹ 3000/day, 1500/match"
"Pranay Pratap Singh","Gurgaon","0","₹ 3000/day, 1500/match"
"RAYPAL PRAJAPAT","Hanumangarh","0","₹ 1500/day, 500/match"
"RAYPAL PRAJAPAT","Hanumangarh","0","₹ 1500/day, 500/match"
"Ashu Sharma","Noida","0","₹ 800/day, 300/match"
"Ashu Sharma","Noida","0","₹ 800/day, 300/match"
"Harsh Patel","Salumbar","0","₹ 1000/day, 200/match"
"Harsh Patel","Salumbar","0","₹ 1000/day, 200/match"
"Riyaz","Hyderabad (Telangana)","0","₹ 2000/day, 1000/match"
"Riyaz","Hyderabad (Telangana)","0","₹ 2000/day, 1000/match"
"khalid shohaz","Khanewal","0","₹ 200/day, 200/match"
"khalid shohaz","Khanewal","0","₹ 200/day, 200/match"
"VIRAT VENKAT","Kottaram","0","₹ 1500/day, 600/match"
"VIRAT VENKAT","Kottaram","0","₹ 1500/day, 600/match"
"Anil Rajpy","Chirgaon","0","₹ 1000/day, 1000/match"
"Anil Rajpy","Chirgaon","0","₹ 1000/day, 1000/match"
"Sonu yadav","Aligarh","0","₹ 500/day, 500/match"
"Sonu yadav","Aligarh","0","₹ 500/day, 500/match"
"Anupam Ar Verma","Lucknow","0","₹ 1000/day, 1000/match"
"Anupam Ar Verma","Lucknow","0","₹ 1000/day, 1000/match"
"Dilip Bhati","Sirohi","0","₹ 100/day, 100/match"
"Dilip Bhati","Sirohi","0","₹ 100/day, 100/match"
"Amir313","Gurgaon","0","₹ 5000/day, 2000/match"
"Amir313","Gurgaon","0","₹ 5000/day, 2000/match"
"VIRAT VENKAT","Kottaram","0","₹ 1500/day, 600/match"
"VIRAT VENKAT","Kottaram","0","₹ 1500/day, 600/match"
"Mahfuz Shahan","Dhaka (Bangladesh)","0","₹ 1500/day, 500/match"
"Mahfuz Shahan","Dhaka (Bangladesh)","0","₹ 1500/day, 500/match"
"khalid shohaz","Khanewal","0","₹ 200/day, 200/match"
"khalid shohaz","Khanewal","0","₹ 200/day, 200/match"
"Abhishek Singh","Gaya","0","₹ 300/day, 300/match"
"Abhishek Singh","Gaya","0","₹ 300/day, 300/match"
"Krishan Sri","Raichur","0","₹ 100/day, 500/match"
"Krishan Sri","Raichur","0","₹ 100/day, 500/match"
"Dilip Bhati","Sirohi","0","₹ 100/day, 100/match"
"Dilip Bhati","Sirohi","0","₹ 100/day, 100/match"
"Parvat Pal","Kalpi","0","₹ 2000/day, 1500/match"
"Parvat Pal","Kalpi","0","₹ 2000/day, 1500/match"
"Mahendra singh Rathore","Barmer","0","₹ 4000/day, 600/match"
"Mahendra singh Rathore","Barmer","0","₹ 4000/day, 600/match"
"Anil Arya","Lucknow","0","₹ 1000/day, 500/match"
"Anil Arya","Lucknow","0","₹ 1000/day, 500/match"
"Sudesh Kumara","Dehiwala","0","₹ 4000/day, 3000/match"
"Sudesh Kumara","Dehiwala","0","₹ 4000/day, 3000/match"
"Ispak Guruji","Sikar","0","₹ 1000/day, 100/match"
"Ispak Guruji","Sikar","0","₹ 1000/day, 100/match"
"Ashish Dwivedi","Basti","0","₹ 1000/day, 500/match"
"Ashish Dwivedi","Basti","0","₹ 1000/day, 500/match"
"KODANDARAO vinay","Visakhapatnam","0","₹ 1000/day, 1000/match"
"KODANDARAO vinay","Visakhapatnam","0","₹ 1000/day, 1000/match"
"Anil Arya","Lucknow","0","₹ 1000/day, 500/match"
"Anil Arya","Lucknow","0","₹ 1000/day, 500/match"
"Leela Parshad","Doda","0","₹ 2000/day, 500/match"
"Leela Parshad","Doda","0","₹ 2000/day, 500/match"
"Anupam Ar Verma","Lucknow","0","₹ 1000/day, 1000/match"
"Anupam Ar Verma","Lucknow","0","₹ 1000/day, 1000/match"
"Usman iqbal","Hong Kong","0","₹ 800/day, 800/match"
"Usman iqbal","Hong Kong","0","₹ 800/day, 800/match"
"Naseer Bagwan","Bidar","0","₹ 1500/day, 900/match"
"Naseer Bagwan","Bidar","0","₹ 1500/day, 900/match"
"Parthiban","Namakkal","0","₹ 100/day, 100/match"
"Parthiban","Namakkal","0","₹ 100/day, 100/match"
"Waseem Raja","Kupwara","0","₹ 500/day, 500/match"
"Waseem Raja","Kupwara","0","₹ 500/day, 500/match"
"Kajod Verma","Jaipur","0","₹ 5100/day, 1100/match"
"Kajod Verma","Jaipur","0","₹ 5100/day, 1100/match"
"Shaikh Arbaz","Olpad","0","₹ 2000/day, 600/match"
"Shaikh Arbaz","Olpad","0","₹ 2000/day, 600/match"
"Niks (Munna)","Bathinda","0","₹ 500/day, 200/match"
"Niks (Munna)","Bathinda","0","₹ 500/day, 200/match"
